"sc-gMacIw","sc-gMacIw 2","sc-gMacIw 3","sc-gMacIw 4","sc-gMacIw 5","sc-gMacIw 6"
"Chad","TCD","Theoretical duration of pre-primary education (years)","UIS.THDUR.0","3","2011"
"Chad","TCD","Expenditure on lower secondary as % of government expenditure on education (%)","UIS.XPUBP.2","14.795189857","2010"
"Chad","TCD","Expenditure on upper secondary as % of government expenditure on education (%)","UIS.XPUBP.3","22.763240814","2011"
"Chad","TCD","DHS: Net intake rate for the first grade of primary education","HH.DHS.NIR.1","4.306068914","1996"
"Chad","TCD","Enrolment in early childhood education, public institutions, both sexes (number)","UIS.E.0.PU.T","9076","2011"
"Chad","TCD","Enrolment in Grade 1 of primary education, female (number)","UIS.E.1.G1.F","114800","2000"
"Chad","TCD","Enrolment in Grade 1 of primary education, female (number)","UIS.E.1.G1.F","65616","1995"
"Chad","TCD","Enrolment in Grade 1 of primary education, female (number)","UIS.E.1.G1.F","293809","2012"
"Chad","TCD","Enrolment in Grade 1 of primary education, female (number)","UIS.E.1.G1.F","136507","2002"
"Chad","TCD","Enrolment in Grade 1 of primary education, female (number)","UIS.E.1.G1.F","20974","1974"
"Chad","TCD","Enrolment in Grade 2 of primary education, female (number)","UIS.E.1.G2.F","10550","1974"
"Chad","TCD","Enrolment in Grade 2 of primary education, female (number)","UIS.E.1.G2.F","20413","1987"
"Chad","TCD","Enrolment in Grade 2 of primary education, female (number)","UIS.E.1.G2.F","27928","1988"
"Chad","TCD","Enrolment in Grade 3 of primary education, female (number)","UIS.E.1.G3.F","46049","1998"
"Chad","TCD","Enrolment in Grade 4 of primary education, female (number)","UIS.E.1.G4.F","4354","1974"
"Chad","TCD","Enrolment in Grade 4 of primary education, female (number)","UIS.E.1.G4.F","4903","1976"
"Chad","TCD","Enrolment in Grade 4 of primary education, female (number)","UIS.E.1.G4.F","16845","1991"
"Chad","TCD","Enrolment in Grade 5 of primary education, female (number)","UIS.E.1.G5.F","49013","2004"
"Chad","TCD","Enrolment in Grade 5 of primary education, female (number)","UIS.E.1.G5.F","83798","2012"
"Chad","TCD","Enrolment in Grade 5 of primary education, female (number)","UIS.E.1.G5.F","11676","1991"
"Chad","TCD","Enrolment in Grade 6 of primary education, female (number)","UIS.E.1.G6.F","36207","2006"
"Chad","TCD","Enrolment in Grade 6 of primary education, female (number)","UIS.E.1.G6.F","9545","1996"
"Chad","TCD","Enrolment in Grade 6 of primary education, female (number)","UIS.E.1.G6.F","15127","1999"
"Chad","TCD","Enrolment in primary education, private institutions, female (number)","UIS.E.1.PR.F","63019","2009"
"Chad","TCD","Enrolment in primary education, private institutions, female (number)","UIS.E.1.PR.F","75788","2011"
"Chad","TCD","Enrolment in primary education, public institutions, female (number)","UIS.E.1.PU.F","625368","2009"
"Chad","TCD","Enrolment in upper secondary education, private institutions, female (number)","UIS.E.3.PR.F","1488","1999"
"Chad","TCD","Enrolment in upper secondary education, private institutions, female (number)","UIS.E.3.PR.F","1824","2000"
"Chad","TCD","Enrolment in upper secondary education, public institutions, female (number)","UIS.E.3.PU.F","25016","2010"
"Chad","TCD","Enrolment in upper secondary education, public institutions, female (number)","UIS.E.3.PU.F","6033","2000"
"Chad","TCD","Enrolment in upper secondary education, public institutions, female (number)","UIS.E.3.PU.F","27226","2013"
"Chad","TCD","Out-of-school children of primary school age, percentage female (%)","UIS.FOFSTP.1","60.572570801","2011"
"Chad","TCD","Out-of-school children of primary school age, percentage female (%)","UIS.FOFSTP.1","60.448501587","2001"
"Chad","TCD","Out-of-school children of primary school age, percentage female (%)","UIS.FOFSTP.1","57.261631012","1977"
"Chad","TCD","Out-of-school adolescents of lower secondary school age, percentage female (%)","UIS.FOFSTP.2","57.006229401","1998"
"Chad","TCD","Out-of-school youth of upper secondary school age, percentage female (%)","UIS.FOFSTP.3","51.94665","1998"
"Chad","TCD","Out-of-school youth of upper secondary school age, percentage female (%)","UIS.FOFSTP.3","52.9392","2002"
"Chad","TCD","Gross enrolment ratio, primary and lower secondary, female (%)","UIS.GER.12.F","42.054950714","2007"
"Chad","TCD","Gross enrolment ratio, primary and lower secondary, male (%)","UIS.GER.12.M","78.478858948","2011"
"Chad","TCD","Gross enrolment ratio, primary and lower secondary, male (%)","UIS.GER.12.M","75.619766235","2009"
"Chad","TCD","Gross enrolment ratio, primary and lower secondary, male (%)","UIS.GER.12.M","65.31867218","2005"
"Chad","TCD","Percentage of students in lower secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.2.V","0.281349987","2005"
"Chad","TCD","Percentage of students in lower secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.2.V","0.236970007","2008"
"Chad","TCD","Percentage of students in lower secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.2.V","0.265590012","2012"
"Chad","TCD","Percentage of students in lower secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.2.V","0.238030002","2009"
"Chad","TCD","Percentage of students in lower secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.2.V","0.503520012","1998"
"Chad","TCD","Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.3.V","6.572909832","2002"
"Chad","TCD","Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.3.V","6.898550034","2001"
"Chad","TCD","Percentage of students in upper secondary education enrolled in vocational programmes, both sexes (%...","UIS.GTVP.3.V","6.982039928","1998"
"Chad","TCD","Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)","UIS.MENFR.56","-11.94299984","2011"
"Chad","TCD","UIS: Net attendance rate, primary, fourth quintile, both sexes (%)","UIS.NAR.1.Q4","52.660499573","2004"
